Objects:
0,0,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
0,1,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
0,2,0,1,1,1,0,0,0,130,0.75,1,0.875,0.875
0,3,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
0,4,0,1,1,1,0,0,0,130,0.375,0.875,0.5,0.75
0,5,0,1,1,1,0,0,0,130,0.5,0.875,0.625,0.75
0,6,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
0,7,0,1,1,1,0,0,0,130,0.125,0.875,0.25,0.75
0,8,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
0,9,0,1,1,1,0,0,0,130,0.25,0.875,0.375,0.75
1,0,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
1,1,0,1,1,1,0,0,0,130,0.375,0.75,0.5,0.625
1,2,0,1,1,1,0,0,0,130,0.75,0.75,0.875,0.625
1,3,0,1,1,1,0,0,0,130,0.625,0.875,0.75,0.75
1,4,0,1,1,1,0,0,0,130,0.75,0.875,0.875,0.75
1,5,0,1,1,1,0,0,0,130,0.125,0.75,0.25,0.625
1,6,0,1,1,1,0,0,0,130,0.25,0.875,0.375,0.75
1,7,0,1,1,1,0,0,0,130,0.125,0.75,0.25,0.625
1,8,0,1,1,1,0,0,0,130,0.375,0.875,0.5,0.75
1,9,0,1,1,1,0,0,0,130,0.625,0.875,0.75,0.75
2,0,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
2,1,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
2,2,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
2,3,0,1,1,1,0,0,0,130,0.125,0.875,0.25,0.75
2,4,0,1,1,1,0,0,0,130,0.875,0.875,1,0.75
2,5,0,1,1,1,0,0,0,130,0,1,0.125,0.875
2,6,0,1,1,1,0,0,0,130,0.75,0.75,0.875,0.625
2,7,0,1,1,1,0,0,0,130,0.125,0.75,0.25,0.625
2,8,0,1,1,1,0,0,0,130,0.875,0.75,1,0.625
2,9,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
3,0,0,1,1,1,0,0,0,130,0.875,0.75,1,0.625
3,1,0,1,1,1,0,0,0,130,0.75,0.75,0.875,0.625
3,2,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
3,3,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
3,4,0,1,1,1,0,0,0,130,0.25,0.875,0.375,0.75
3,5,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
3,6,0,1,1,1,0,0,0,130,0,0.875,0.125,0.75
3,7,0,1,1,1,0,0,0,130,0.5,0.75,0.625,0.625
3,8,0,1,1,1,0,0,0,130,0.25,1,0.375,0.875
3,9,0,1,1,1,0,0,0,130,0.75,0.875,0.875,0.75
4,0,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
4,1,0,1,1,1,0,0,0,130,0.125,0.875,0.25,0.75
4,2,0,1,1,1,0,0,0,130,0.75,0.75,0.875,0.625
4,3,0,1,1,1,0,0,0,130,0.75,0.75,0.875,0.625
4,4,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
4,5,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
4,6,0,1,1,1,0,0,0,130,0.25,0.75,0.375,0.625
4,7,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
4,8,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
4,9,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
5,0,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
5,1,0,1,1,1,0,0,0,130,0.125,1,0.25,0.875
5,2,0,1,1,1,0,0,0,130,0.375,0.875,0.5,0.75
5,3,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
5,4,0,1,1,1,0,0,0,130,0.5,1,0.625,0.875
5,5,0,1,1,1,0,0,0,130,0.125,0.875,0.25,0.75
5,6,0,1,1,1,0,0,0,130,0.375,0.875,0.5,0.75
5,7,0,1,1,1,0,0,0,130,0.5,0.875,0.625,0.75
5,8,0,1,1,1,0,0,0,130,0.75,0.875,0.875,0.75
5,9,0,1,1,1,0,0,0,130,0.25,0.875,0.375,0.75
6,0,0,1,1,1,0,0,0,130,0.875,0.75,1,0.625
6,1,0,1,1,1,0,0,0,130,0.125,0.875,0.25,0.75
6,2,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
6,3,0,1,1,1,0,0,0,130,0.75,1,0.875,0.875
6,4,0,1,1,1,0,0,0,130,0.5,0.75,0.625,0.625
6,5,0,1,1,1,0,0,0,130,0.625,1,0.75,0.875
6,6,0,1,1,1,0,0,0,130,0.375,0.75,0.5,0.625
6,7,0,1,1,1,0,0,0,130,0,0.75,0.125,0.625
6,8,0,1,1,1,0,0,0,130,0.625,0.75,0.75,0.625
6,9,0,1,1,1,0,0,0,130,0.875,0.75,1,0.625
7,0,0,1,1,1,0,0,0,130,0.375,0.875,0.5,0.75
7,1,0,1,1,1,0,0,0,130,0.125,0.75,0.25,0.625
7,2,0,1,1,1,0,0,0,130,0,1,0.125,0.875
7,3,0,1,1,1,0,0,0,130,0.25,0.75,0.375,0.625
